【领域汇总】
"领域","收敛前数量","收敛后数量","削减数量","削减率"
"资金","122","94","28","23.0%"
"投资","60","39","21","35.0%"
"费用","109","75","34","31.2%"
"财税","210","165","45","21.4%"
"系统","536","494","42","7.8%"
"机构","24","16","8","33.3%"
"合计","1061","883","178","16.8%"

【城市×领域收敛矩阵】
"城市","资金_收敛前","资金_收敛后","资金_削减","投资_收敛前","投资_收敛后","投资_削减","费用_收敛前","费用_收敛后","费用_削减","财税_收敛前","财税_收敛后","财税_削减","系统_收敛前","系统_收敛后","系统_削减","机构_收敛前","机构_收敛后","机构_削减","合计削减数","合计削减率"
"上海","47","38","9","6","6","0","16","14","2","80","65","15","213","196","17","8","7","1","44","11.9%"
"合肥","17","14","3","34","19","15","34","16","18","51","46","5","77","68","9","7","1","6","56","25.5%"
"深圳","34","22","12","6","5","1","13","12","1","37","28","9","139","131","8","5","4","1","32","13.7%"
"成都","14","13","1","12","11","1","21","19","2","38","30","8","75","71","4","2","2","0","16","9.9%"
"内江","10","10","0","0","0","0","22","13","9","3","4","-1","27","27","0","1","1","0","8","12.7%"

【智能体明细】
"智能体ID","智能体名称","分中心","城市归属","所属领域","一级服务线","二级服务线","场景","调用量","发布状态","收敛状态","所属方案ID","方案代表智能体","方案相似度","方案智能体数"
"agent_625","普惠档案问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15","上海分公司","上海","系统","","","","20","未发布","未收敛","","","",""
"agent_635","文档解析插件_导出节点_2025-06-09 17:57:22","上海分公司","上海","系统","","","","19","未发布","未收敛","","","",""
"agent_643","千人千面-分析师","总部","上海","系统","","","","18","已发布","未收敛","","","",""
"agent_645","测试合并_导出节点_2025-04-16 11:50:33","上海分公司","上海","系统","","","","18","未发布","未收敛","","","",""
"agent_648","通用文档解析（单个文档）测试智能体_导出节点_2025-05-14 14:17:58(1)","上海分公司","上海","系统","","","","18","未发布","未收敛","","","",""
"agent_651","Json输入提取UM_导出节点_2025-08-12 15:25:24","总部","上海","系统","","","","17","已发布","未收敛","","","",""
"agent_659","OCR循环获取结果","上海分公司","上海","系统","","","","16","未发布","未收敛","","","",""
"agent_665","加班情况分析","上海分公司","上海","系统","","","","16","未发布","未收敛","","","",""
"agent_667","客户问答","总部","上海","系统","","","","16","未发布","未收敛","","","",""
"agent_673","网银卡知识库_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44(1)","上海分公司","上海","系统","","","","16","未发布","未收敛","","","",""
"agent_680","参考智能体2","总部","上海","系统","","","","15","已发布","未收敛","","","",""
"agent_683","文化事业建设费(1)","上海分公司","上海","系统","","","","15","未发布","未收敛","","","",""
"agent_688","逻辑性检测","上海分公司","上海","系统","","","","15","已发布","未收敛","","","",""
"agent_691","一致性校验","上海分公司","上海","系统","","","","14","未发布","未收敛","","","",""
"agent_692","产假智能审核助手","上海分公司","上海","系统","","","","14","已发布","未收敛","","","",""
"agent_699","办公效率助手【黄金】","上海分公司","上海","系统","","","","14","未发布","未收敛","","","",""
"agent_702","文档解析插件(1)_导出节点_2025-06-19 15:21:15","上海分公司","上海","系统","","","","14","未发布","未收敛","","","",""
"agent_704","直连主账号及直连资料问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-07-24 10:40:05","上海分公司","上海","系统","","","","14","未发布","未收敛","","","",""
"agent_711","PPT写作助手-支持图片版","总部","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_715","兑现签报审批","上海分公司","上海","系统","","","","13","已发布","未收敛","","","",""
"agent_716","制度咨询","总部","上海","系统","","","","13","已发布","未收敛","","","",""
"agent_717","千人千面测试(2)","总部","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_718","实时上传附件解析助手_导出节点_2025-03-14 10:06:31","上海分公司","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_722","指标问题","上海分公司","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_724","文档解析插件_导出节点_2025-06-09 17:57:22(2)_导出节点_2025-06-16 12:08:51","上海分公司","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_725","测试合并_导出节点_2025-04-16 11:50:33(1)","上海分公司","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_730","获取地址及IP","总部","上海","系统","","","","13","未发布","未收敛","","","",""
"agent_731","智能问答","总部","上海","系统","","","","13","已发布","未收敛","","","",""
"agent_745","公式计算器_导出节点_2025-05-20 17:43:19","上海分公司","上海","系统","","","","12","已发布","未收敛","","","",""
"agent_746","公式计算器_导出节点_2025-05-20 17:43:19_导出节点_2025-05-23 16:56:40","上海分公司","上海","系统","","","","12","未发布","未收敛","","","",""
"agent_747","可视化助手","上海分公司","上海","系统","","","","12","未发布","未收敛","","","",""
"agent_749","文本润色【青铜】","总部","上海","系统","","","","12","已发布","未收敛","","","",""
"agent_753","项目行事历制定","总部","上海","系统","","","","12","未发布","未收敛","","","",""
"agent_762","文档解析与问答","总部","上海","系统","","","","11","未发布","未收敛","","","",""
"agent_764","法人章审批链问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44(1)","上海分公司","上海","系统","","","","11","未发布","未收敛","","","",""
"agent_765","湖衢绍签报审批器-2.0（通用模板）(1)_导出节点_2025-05-26 17:34:12","上海分公司","上海","系统","","","","11","未发布","未收敛","","","",""
"agent_766","班车查询","总部","上海","系统","","","","11","未发布","未收敛","","","",""
"agent_767","调用蜂鸟记录工单(1)","总部","上海","系统","","","","11","未发布","未收敛","","","",""
"agent_775","人格-通义千问Qwen-72B","总部","上海","系统","","","","10","已发布","未收敛","","","",""
"agent_781","客户-智能小秘书","总部","上海","系统","","","","10","未发布","未收敛","","","",""
"agent_788","测试模型","总部","上海","系统","","","","10","未发布","未收敛","","","",""
"agent_800","个险外勤培训住宿审批助手","上海分公司","上海","系统","","","","9","未发布","未收敛","","","",""
"agent_811","制度判断模块","上海分公司","上海","系统","","","","9","已发布","未收敛","","","",""
"agent_812","千人千面-出题师","总部","上海","系统","","","","9","已发布","未收敛","","","",""
"agent_813","基于知识库问答智能体搭建案例【黄金】","上海分公司","上海","系统","","","","9","未发布","未收敛","","","",""
"agent_815","日常知识库","上海分公司","上海","系统","","","","9","已发布","未收敛","","","",""
"agent_824","队伍-智能陪练问答","总部","上海","系统","","","","9","已发布","未收敛","","","",""
"agent_825","附件正文核对器","上海分公司","上海","系统","","","","9","已发布","未收敛","","","",""
"agent_827","简单情况下文档问答插件使用场景","总部","上海","系统","","","","9","未发布","未收敛","","","",""
"agent_829","风控-系统测试_导出节点_2025-06-18 14:20:52","总部","上海","系统","","","","9","未发布","未收敛","","","",""
"agent_835","人格-签报全项判断审批器2025_导出节点_2025-07-24 17:49:17","上海分公司","上海","系统","","","","8","未发布","未收敛","","","",""
"agent_840","多智能体(default)","总部","上海","系统","","","","8","未发布","未收敛","","","",""
"agent_841","子目代码查询助手","上海分公司","上海","系统","","","","8","未发布","未收敛","","","",""
"agent_855","通用-QWEN14B","总部","上海","系统","","","","8","未发布","未收敛","","","",""
"agent_860","人格-平安健康子目相关信息查询","上海分公司","上海","系统","","","","7","已发布","未收敛","","","",""
"agent_875","报告编写测试","总部","上海","系统","","","","7","未发布","未收敛","","","",""
"agent_881","网银卡保管员分工_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44","上海分公司","上海","系统","","","","7","未发布","未收敛","","","",""
"agent_888","非普惠档案问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44","上海分公司","上海","系统","","","","7","未发布","未收敛","","","",""
"agent_903","客户经营判断器","上海分公司","上海","系统","","","","6","已发布","未收敛","","","",""
"agent_907","文档问答插件-供智能体调用","总部","上海","系统","","","","6","已发布","未收敛","","","",""
"agent_912","知识库问答类智能体模板","上海分公司","上海","系统","","","","6","未发布","未收敛","","","",""
"agent_913","签报审核助手0409","总部","上海","系统","","","","6","未发布","未收敛","","","",""
"agent_918","节点100%","上海分公司","上海","系统","","","","6","已发布","未收敛","","","",""
"agent_920","调研专家【王者】","总部","上海","系统","","","","6","已发布","未收敛","","","",""
"agent_926","风控-A(1)","上海分公司","上海","系统","","","","6","未发布","未收敛","","","",""
"agent_927","风控测试","上海分公司","上海","系统","","","","6","已发布","未收敛","","","",""
"agent_929","QWEN3-8B","总部","上海","系统","","","","5","已发布","未收敛","","","",""
"agent_937","人格-签报审批报告_导出节点_2025-04-09 14:31:20","上海分公司","上海","系统","","","","5","未发布","未收敛","","","",""
"agent_947","培训费分摊","上海分公司","上海","系统","","","","5","未发布","未收敛","","","",""
"agent_953","播客生成器","上海分公司","上海","系统","","","","5","已发布","未收敛","","","",""
"agent_959","测试合并（发布版）_导出节点_2025-04-24 10:11:24","上海分公司","上海","系统","","","","5","未发布","未收敛","","","",""
"agent_966","高级设置-引用来源模板【王者】","上海分公司","上海","系统","","","","5","未发布","未收敛","","","",""
"agent_969","PPT写作助手-支持图片版(1)","总部","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_980","制度文档解析匹配","总部","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_988","文化事业建设费模板","上海分公司","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_990","文档解析插件_导出节点_2025-06-09 17:57:22(2)_导出节点_2025-06-16 12:08:51_导出节点_2025-06-16 15:04:09","上海分公司","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_998","签报审核问答","总部","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_999","试运行-2025-6-17版","上海分公司","上海","系统","","","","4","未发布","未收敛","","","",""
"agent_1025","制度文档匹配","总部","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1027","图片生成Excel【青铜】","总部","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1029","多智能体(20251121094821)","上海分公司","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1031","寿险集中-外勤培训费知识库","上海分公司","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1034","异常供应商""智能筛""测试版本","总部","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1035","引用来源-智能体问答_导出节点_2025-05-27 11:43:17(1)","上海分公司","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1036","循环体模板","上海分公司","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1041","文档问答插件使用案例，支持单文件、多文件上传进行问答；支持TXT、DOCX、PDF、XLSX文件上传。可以在【全局设置>更多设置】中，调整期望上传的文件个数与大小。","总部","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1042","文档问答助手","总部","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1051","签报会议费计算","上海分公司","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1052","绍兴湖州衢州专用签报审批器_导出节点_2025-04-22 17:35:44","上海分公司","上海","系统","","","","3","未发布","未收敛","","","",""
"agent_1054","计费主体及管理主体查询_导出节点_2025-06-10 09:26:38","上海分公司","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1059","问答助手","总部","上海","系统","","","","3","已发布","未收敛","","","",""
"agent_1064","Qwen2.5VL（视觉模型）(1)","总部","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1069","人格-OA通用","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1078","人格-财务指标查询_导出节点_2025-06-18 17:45:28","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1081","今日宜工作|记忆变量【黄金】","总部","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1082","代码解释","上海分公司","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1086","初始智能体，第一个智能体（纪念用）","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1091","基于知识库问答案例-数据表toSQL【黄金】","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1094","循环介绍器【黄金】","总部","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1098","文档问答插件-供智能体调用_导出节点_2025-08-14 17:26:22(1)","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1099","文档问答插件-支持多文件上传案例【黄金】(1)","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1100","普惠档案问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15(1)","上海分公司","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1107","湖衢绍签报审批器-2.0（通用模板）_导出节点_2025-05-07 16:24:16","总部","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1108","湖衢绍签报审批器-2.0（通用模板）_导出节点_2025-05-07 18:12:56(1)","总部","上海","系统","","","","2","未发布","未收敛","","","",""
"agent_1109","签报标题（AMS测试）","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1110","签报正文（对接AMS测试）","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1112","网格子目查找特供版","上海分公司","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1113","网格特供版","上海分公司","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1114","调用蜂鸟记录工单","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1116","调用蜂鸟记录工单-综合","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1125","问答助手_导出节点_2025-04-10 19:12:06","总部","上海","系统","","","","2","已发布","未收敛","","","",""
"agent_1133","Json输入提取UM_导出节点_2025-08-12 15:54:28","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1141","【20250617】海岚_导出节点_2025-06-17 14:29:07","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1148","人格-签报全项判断审批器_导出节点_2025-06-06 15:59:30(1)","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1150","人格-签报审批报告_导出节点_2025-04-09 14:40:49","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1155","党史问答智能体_导出节点_2025-07-17 11:24:27","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1162","多智能体(20260115101921)","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1163","姓名-性格分析","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1164","宁波会议培训等非方案签报","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1169","性格分析","总部","上海","系统","","","","1","已发布","未收敛","","","",""
"agent_1175","插件使用案例-准实时ASR【黄金】","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1176","文档解析插件_导出节点_2025-06-09 17:57:22(2)","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1177","文档问答插件-支持多文件上传案例【黄金】_导出节点_2025-05-22 11:33:51","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1183","日期工作日节假日查询","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1185","智慧助手AI问答(1)","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1187","朕已速阅|多智能体协调【黄金】","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1191","济南员工档案智能体（测试版）_导出节点_2025-08-25 14:42:00","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1193","温州+嘉兴专用","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1195","生命瓦解射线","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1202","签报审核助手(1)","总部","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_1203","签报标题（对接AMS）_导出节点_2025-05-13 16:04:23","总部","上海","系统","","","","1","已发布","未收敛","","","",""
"agent_1213","财服-问答反馈写入","上海分公司","上海","系统","","","","1","已发布","未收敛","","","",""
"agent_1223","通用文档解析（单个文档）测试智能体_导出节点_2025-05-14 14:17:58","上海分公司","上海","系统","","","","1","未发布","未收敛","","","",""
"agent_96","中英翻译","内江分公司","内江","系统","","","","1561","未发布","未收敛","","","",""
"agent_182","日常事项处理指引","内江分公司","内江","系统","","","","588","未发布","未收敛","","","",""
"agent_335","退回意见分类","内江分公司","内江","系统","","","","122","已发布","未收敛","","","",""
"agent_357","咨询意见分类","内江分公司","内江","系统","","","","99","已发布","未收敛","","","",""
"agent_359","N2","内江分公司","内江","系统","","","","97","已发布","未收敛","","","",""
"agent_386","FAQ生成","内江分公司","内江","系统","","","","78","未发布","未收敛","","","",""
"agent_394","人行清单解析","内江分公司","内江","系统","","","","72","未发布","未收敛","","","",""
"agent_461","文件解析","内江分公司","内江","系统","","","","47","未发布","未收敛","","","",""
"agent_484","流水导入手册查询","内江分公司","内江","系统","","","","41","已发布","未收敛","","","",""
"agent_550","工作日查询与计算","内江分公司","内江","系统","","","","28","未发布","未收敛","","","",""
"agent_555","余额填报手册查询","内江分公司","内江","系统","","","","27","已发布","未收敛","","","",""
"agent_636","日期工作日节假日查询","内江分公司","内江","系统","","","","19","未发布","未收敛","","","",""
"agent_682","文件内容读取-工作流","内江分公司","内江","系统","","","","15","未发布","未收敛","","","",""
"agent_870","农险审核点问答","内江分公司","内江","系统","","","","7","已发布","未收敛","","","",""
"agent_873","基于知识库问答智能体搭建案例【黄金】","内江分公司","内江","系统","","","","7","未发布","未收敛","","","",""
"agent_878","科目判定","内江分公司","内江","系统","","","","7","已发布","未收敛","","","",""
"agent_891","一键出8张图表智能体_导出节点_2025-04-18 16:18:35","内江分公司","内江","系统","","","","6","未发布","未收敛","","","",""
"agent_905","工作日查询【王者】","内江分公司","内江","系统","","","","6","未发布","未收敛","","","",""
"agent_981","办公效率助手_导出节点_2025-03-25 16:09:28","内江分公司","内江","系统","","","","4","未发布","未收敛","","","",""
"agent_1004","采集规则","内江分公司","内江","系统","","","","4","未发布","未收敛","","","",""
"agent_1015","reference_导出节点_2025-08-21 15:27:59_导出节点_2025-08-21 15:39:30","内江分公司","内江","系统","","","","3","未发布","未收敛","","","",""
"agent_1039","数据看板生成_导出节点_2025-04-01 13:58:08","内江分公司","内江","系统","","","","3","未发布","未收敛","","","",""
"agent_1040","文本润色_助手广场版","内江分公司","内江","系统","","","","3","未发布","未收敛","","","",""
"agent_1153","代码节点使用案例【黄金】","内江分公司","内江","系统","","","","1","未发布","未收敛","","","",""
"agent_1182","日常事项处理指引","内江分公司","内江","系统","","","","1","未发布","未收敛","","","",""
"agent_1196","知识播客-迷你版","内江分公司","内江","系统","","","","1","未发布","未收敛","","","",""
"agent_1222","迷你播客生成器","内江分公司","内江","系统","","","","1","未发布","未收敛","","","",""
"agent_56","人格-寿险非方案签报审批","合肥分公司","合肥","系统","寿险机构集中","寿险机构集中","","3433","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_76","人格-视同销售智能核对校验","合肥分公司","合肥","系统","寿险机构集中","寿险机构集中","","2323","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_202","人格-数据汇总合计","合肥分公司","合肥","系统","寿险机构集中","寿险机构集中","","467","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_224","人格-关联方查询","合肥分公司","合肥","系统","账套管理","入账审核","财务类服务项目","344","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_412","人格-签报审批权限","合肥分公司","合肥","系统","寿险机构集中","寿险机构集中","","65","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_546","人格-往来分摊操作问答","合肥分公司","合肥","系统","账套管理","月结基础套餐","财务类服务项目","29","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_741","人格-调账操作手册","合肥分公司","合肥","系统","账套管理","月结基础套餐","财务类服务项目","12","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_977","人格-预提操作手册问答","合肥分公司","合肥","系统","账套管理","月结基础套餐","财务类服务项目","4","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_1019","人格-月度保费收入查询","合肥分公司","合肥","系统","寿险机构集中","寿险机构集中","","3","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_1074","人格-划收划付操作手册问答","合肥分公司","合肥","系统","账套管理","月结基础套餐","财务类服务项目","2","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_2","预提小小高","合肥分公司","合肥","系统","","","","267913","已发布","未收敛","","","",""
"agent_3","行情一致性校验","合肥分公司","合肥","系统","","","","231375","已发布","未收敛","","","",""
"agent_8","人格-EAST报表智核助手","合肥分公司","合肥","系统","","","","53113","已发布","未收敛","","","",""
"agent_58","寿险-赔付金查询","合肥分公司","合肥","系统","","","","3295","已发布","未收敛","","","",""
"agent_63","寿险-退还金查询","合肥分公司","合肥","系统","","","","2939","已发布","未收敛","","","",""
"agent_73","杂费认领经济事项匹配助手","合肥分公司","合肥","系统","","","","2438","已发布","未收敛","","","",""
"agent_81","人格-信托业务智能出题","合肥分公司","合肥","系统","","","","1944","已发布","未收敛","","","",""
"agent_136","合分财智通","合肥分公司","合肥","系统","","","","898","已发布","未收敛","","","",""
"agent_217","人格-家族信托V5","合肥分公司","合肥","系统","","","","403","已发布","未收敛","","","",""
"agent_235","服销合规抽检","合肥分公司","合肥","系统","","","","314","已发布","未收敛","","","",""
"agent_236","杂费认领-科目对照","合肥分公司","合肥","系统","","","","309","已发布","未收敛","","","",""
"agent_246","人格-他行活期利率","合肥分公司","合肥","系统","","","","299","已发布","未收敛","","","",""
"agent_249","寿险工会经费查询","合肥分公司","合肥","系统","","","","295","已发布","未收敛","","","",""
"agent_308","报表报送","合肥分公司","合肥","系统","","","","168","已发布","未收敛","","","",""
"agent_352","人格-统信数据智能核对-寿险","合肥分公司","合肥","系统","","","","103","已发布","未收敛","","","",""
"agent_355","签报审核","合肥分公司","合肥","系统","","","","101","未发布","未收敛","","","",""
"agent_395","图片信息提取","合肥分公司","合肥","系统","","","","72","已发布","未收敛","","","",""
"agent_450","文件内容更换小工具","合肥分公司","合肥","系统","","","","50","已发布","未收敛","","","",""
"agent_476","通知日期核对","合肥分公司","合肥","系统","","","","43","已发布","未收敛","","","",""
"agent_480","20250330测试-小小高","合肥分公司","合肥","系统","","","","41","已发布","未收敛","","","",""
"agent_530","T0托管直达","合肥分公司","合肥","系统","","","","32","未发布","未收敛","","","",""
"agent_538","资管智能问答","合肥分公司","合肥","系统","","","","31","未发布","未收敛","","","",""
"agent_551","自动整理“方案预提明细-报送表”的智能体","合肥分公司","合肥","系统","","","","28","已发布","未收敛","","","",""
"agent_558","汇总计数","合肥分公司","合肥","系统","","","","27","已发布","未收敛","","","",""
"agent_583","产险超新星杂费认领经济事项匹配_default_导出节点_2025-09-09 18:11:03","合肥分公司","合肥","系统","","","","24","未发布","未收敛","","","",""
"agent_627","步骤一","合肥分公司","合肥","系统","","","","20","已发布","未收敛","","","",""
"agent_668","寿险内勤制度问答智能体","合肥分公司","合肥","系统","","","","16","已发布","未收敛","","","",""
"agent_672","统信代码-险种对照表","合肥分公司","合肥","系统","","","","16","未发布","未收敛","","","",""
"agent_685","测试案例-辽宁签报","合肥分公司","合肥","系统","","","","15","已发布","未收敛","","","",""
"agent_686","获取用户UM【青铜】","合肥分公司","合肥","系统","","","","15","未发布","未收敛","","","",""
"agent_714","供应商及合同报表分析","合肥分公司","合肥","系统","","","","13","未发布","未收敛","","","",""
"agent_726","灯塔计划：养老险清算模块操作指南","合肥分公司","合肥","系统","","","","13","已发布","未收敛","","","",""
"agent_759","信托业务智能问答","合肥分公司","合肥","系统","","","","11","未发布","未收敛","","","",""
"agent_772","人格-常见咨询问题归类","合肥分公司","合肥","系统","","","","10","已发布","未收敛","","","",""
"agent_814","寿险手册","合肥分公司","合肥","系统","","","","9","未发布","未收敛","","","",""
"agent_867","作业量报表","合肥分公司","合肥","系统","","","","7","未发布","未收敛","","","",""
"agent_877","浮动检查","合肥分公司","合肥","系统","","","","7","未发布","未收敛","","","",""
"agent_889","预提小小高(1)","合肥分公司","合肥","系统","","","","7","未发布","未收敛","","","",""
"agent_906","文档问答-测试","合肥分公司","合肥","系统","","","","6","未发布","未收敛","","","",""
"agent_921","财企-台账","合肥分公司","合肥","系统","","","","6","未发布","未收敛","","","",""
"agent_945","咨询件案例解答参考","合肥分公司","合肥","系统","","","","5","未发布","未收敛","","","",""
"agent_952","报表报送2","合肥分公司","合肥","系统","","","","5","已发布","未收敛","","","",""
"agent_954","数据汇总合计","合肥分公司","合肥","系统","","","","5","已发布","未收敛","","","",""
"agent_955","文件内容更换小工具_导出节点_2025-06-11 14:13:57","合肥分公司","合肥","系统","","","","5","未发布","未收敛","","","",""
"agent_961","签报审核-通知测算表日期人员占比核对","合肥分公司","合肥","系统","","","","5","已发布","未收敛","","","",""
"agent_972","人格-员工加班管理办法","合肥分公司","合肥","系统","","","","4","已发布","未收敛","","","",""
"agent_976","人格-财服差错管理办法","合肥分公司","合肥","系统","","","","4","已发布","未收敛","","","",""
"agent_979","关联方","合肥分公司","合肥","系统","","","","4","未发布","未收敛","","","",""
"agent_984","寿险个险外勤培训制度问答智能体","合肥分公司","合肥","系统","","","","4","已发布","未收敛","","","",""
"agent_995","查询日期智能体","合肥分公司","合肥","系统","","","","4","未发布","未收敛","","","",""
"agent_1018","人格-YSS系统常见问题答疑","合肥分公司","合肥","系统","","","","3","未发布","未收敛","","","",""
"agent_1032","差错分析","合肥分公司","合肥","系统","","","","3","未发布","未收敛","","","",""
"agent_1037","收入分析","合肥分公司","合肥","系统","","","","3","未发布","未收敛","","","",""
"agent_1048","浮动代码版","合肥分公司","合肥","系统","","","","3","未发布","未收敛","","","",""
"agent_1057","退休年龄查询（final）","合肥分公司","合肥","系统","","","","3","未发布","未收敛","","","",""
"agent_1065","pdf解析","合肥分公司","合肥","系统","","","","2","已发布","未收敛","","","",""
"agent_1087","加班车费","合肥分公司","合肥","系统","","","","2","已发布","未收敛","","","",""
"agent_1097","文档问答-测试_default_导出节点_2025-09-12 15:28:59","合肥分公司","合肥","系统","","","","2","未发布","未收敛","","","",""
"agent_1101","智慧助手","合肥分公司","合肥","系统","","","","2","未发布","未收敛","","","",""
"agent_1106","浮动","合肥分公司","合肥","系统","","","","2","未发布","未收敛","","","",""
"agent_1111","管队伍的队伍|多智能体协调&串行【王者】","合肥分公司","合肥","系统","","","","2","未发布","未收敛","","","",""
"agent_1137","PBC监管报表","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_1149","人格-签报全项判断审批器_导出节点_2025-06-06 15:59:30_导出节点_2025-07-08 14:42:56","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_1158","回购业务分享","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_1189","步骤一_导出节点_2025-07-10 16:23:24","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_1192","浮动2-测试中","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_1220","身份证识别【黄金】","合肥分公司","合肥","系统","","","","1","未发布","未收敛","","","",""
"agent_132","人格-科目余额检查","成都分公司","成都","系统","账套管理","月结基础套餐","财务类服务项目","915","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_184","人格-不动产账套信息","成都分公司","成都","系统","账套管理","账套附加","","582","已发布","已收敛","proposal_25","账套管理-账套附加-统一智能体","6.8%","3"
"agent_203","人格-不动产课题助手","成都分公司","成都","系统","账套管理","账套附加","","463","已发布","已收敛","proposal_25","账套管理-账套附加-统一智能体","6.8%","3"
